id,region,game_mode,patch,blue_team,red_team,winning_team
2916,NA1,ARAM,14.13.596.7996,"{Taric,Smolder,Leona,Braum,TwistedFate}","{Velkoz,Quinn,Ezreal,Nunu,Elise}",0
2918,NA1,ARAM,14.13.596.7996,"{Udyr,Jayce,Ahri,FiddleSticks,Irelia}","{Varus,Lillia,Nilah,Jinx,MasterYi}",0
2922,NA1,ARAM,14.13.596.7996,"{Jhin,Jinx,Quinn,Ekko,Irelia}","{Zoe,Karma,Kalista,Shaco,Amumu}",0
2923,NA1,ARAM,14.13.596.7996,"{Sett,Zed,Rell,Rammus,Akshan}","{Lillia,Maokai,Varus,Poppy,Ezreal}",1
2925,NA1,ARAM,14.13.596.7996,"{JarvanIV,Azir,Cassiopeia,Ornn,Varus}","{Neeko,Qiyana,Shaco,Ekko,Nautilus}",0
2926,NA1,ARAM,14.13.596.7996,"{Jhin,MissFortune,Khazix,Malzahar,Ezreal}","{Karthus,Fiora,Bard,Sona,Varus}",0
2931,NA1,ARAM,14.13.596.7996,"{Varus,Nunu,Veigar,Samira,Senna}","{Xerath,Heimerdinger,Annie,Rengar,KogMaw}",1
2935,NA1,ARAM,14.13.598.9749,"{Gangplank,Trundle,Morgana,Zilean,Samira}","{Blitzcrank,Leblanc,Caitlyn,Xerath,Velkoz}",1
2936,NA1,ARAM,14.13.596.7996,"{Blitzcrank,Teemo,Sylas,Nilah,KSante}","{Ezreal,Kaisa,Sivir,Gragas,Orianna}",1
2939,NA1,ARAM,14.13.598.9749,"{Renekton,Sejuani,Yone,Lux,Twitch}","{Graves,Riven,Aphelios,Ahri,RekSai}",0
2942,NA1,ARAM,14.13.596.7996,"{Jinx,Lucian,Twitch,JarvanIV,Malphite}","{Ahri,Yuumi,Neeko,Kayle,Talon}",0
2943,NA1,ARAM,14.13.596.7996,"{Caitlyn,Corki,Mordekaiser,RekSai,Amumu}","{Seraphine,Lux,Garen,LeeSin,Swain}",0
2946,NA1,ARAM,14.13.598.9749,"{Leblanc,Yasuo,Teemo,Diana,Senna}","{Draven,Khazix,Nunu,Soraka,Zed}",0
2948,NA1,ARAM,14.13.596.7996,"{Maokai,Gangplank,Teemo,Renata,Sejuani}","{Hwei,Singed,Karthus,Swain,Jhin}",1
2951,NA1,ARAM,14.13.598.9749,"{Swain,Senna,Viktor,Draven,Gangplank}","{Fizz,Akali,Lillia,Rumble,Ivern}",1
2952,NA1,ARAM,14.13.598.9749,"{Kindred,Talon,JarvanIV,Urgot,Lulu}","{Teemo,Varus,Nidalee,Yasuo,Yorick}",0
2954,NA1,ARAM,14.13.598.9749,"{Karma,Nasus,Twitch,JarvanIV,Jhin}","{Quinn,Heimerdinger,Galio,Camille,Malphite}",1
2955,NA1,ARAM,14.13.596.7996,"{Chogath,Sejuani,Lucian,Qiyana,Anivia}","{Kaisa,Kayle,TahmKench,Xayah,Yone}",1
2957,NA1,ARAM,14.13.596.7996,"{Zac,Varus,Ryze,Yuumi,Gnar}","{Zeri,MissFortune,Rengar,Vex,Caitlyn}",0
2959,NA1,ARAM,14.13.598.9749,"{Soraka,Veigar,Nilah,Sivir,Singed}","{Aatrox,Senna,Lillia,MissFortune,Mordekaiser}",1
2962,NA1,ARAM,14.13.596.7996,"{Milio,Skarner,Tristana,Amumu,Akshan}","{Zac,Pyke,Renekton,Xayah,Kled}",0
2963,NA1,ARAM,14.13.596.7996,"{Akali,TwistedFate,Smolder,Xayah,Mordekaiser}","{Ezreal,Pantheon,Galio,Nidalee,Janna}",1
2965,NA1,ARAM,14.13.596.7996,"{Velkoz,Lillia,Smolder,Gragas,Leona}","{Yasuo,Jax,Ziggs,Samira,Karma}",0
2966,NA1,ARAM,14.13.596.7996,"{Heimerdinger,Twitch,Zed,Milio,Lux}","{Zoe,Chogath,Renata,Caitlyn,Ashe}",0
2967,NA1,ARAM,14.13.596.7996,"{Jinx,LeeSin,Renekton,Teemo,Swain}","{Jhin,Graves,Veigar,Quinn,Zoe}",0
2968,NA1,ARAM,14.13.598.9749,"{Zed,Ryze,Riven,Skarner,TahmKench}","{Irelia,Jayce,Ziggs,Morgana,Sivir}",0
2969,NA1,ARAM,14.13.596.7996,"{Ziggs,Rammus,Teemo,Xayah,Kaisa}","{Taric,Malzahar,Zyra,Lulu,Jinx}",1
2971,NA1,ARAM,14.13.596.7996,"{Nocturne,KogMaw,Twitch,Amumu,Pyke}","{Karma,Kayn,Lucian,Smolder,Swain}",0
2972,NA1,ARAM,14.13.598.9749,"{Heimerdinger,Twitch,Brand,Mordekaiser,Ziggs}","{Quinn,Draven,Leona,Jayce,Blitzcrank}",0
2973,NA1,ARAM,14.13.596.7996,"{Gragas,Morgana,Swain,Illaoi,KSante}","{Thresh,Sona,Syndra,Twitch,Zac}",0
2975,NA1,ARAM,14.13.596.7996,"{Sylas,Ezreal,Alistar,Neeko,Udyr}","{Kaisa,Swain,Hwei,Zilean,Vayne}",0
2977,NA1,ARAM,14.13.596.7996,"{Ziggs,Thresh,Akshan,Zeri,Gnar}","{Ekko,Nami,Lux,Shaco,Volibear}",0
2979,NA1,ARAM,14.13.598.9749,"{Veigar,Yone,Blitzcrank,TwistedFate,Kayle}","{Khazix,Lulu,Belveth,Syndra,Ahri}",0
2981,NA1,ARAM,14.13.596.7996,"{Nami,Senna,Fizz,Poppy,Tryndamere}","{Sett,Janna,Anivia,Jhin,Illaoi}",1
2982,NA1,ARAM,14.13.596.7996,"{Kayle,Udyr,Evelynn,Ryze,Leblanc}","{Thresh,Illaoi,XinZhao,Karma,Sylas}",1
2987,NA1,ARAM,14.13.596.7996,"{Ashe,Malzahar,Jhin,Lulu,Zed}","{Hwei,Ziggs,Senna,MissFortune,Bard}",1
2988,NA1,ARAM,14.13.596.7996,"{Renekton,Akshan,Caitlyn,Hwei,Annie}","{Nami,Veigar,Nasus,KogMaw,Lucian}",1
2989,NA1,ARAM,14.13.598.9749,"{Tristana,Orianna,Maokai,Teemo,Cassiopeia}","{Nami,Malzahar,MissFortune,Amumu,Karthus}",1
2990,NA1,ARAM,14.13.596.7996,"{Irelia,Vayne,AurelionSol,MissFortune,Gwen}","{Pyke,Karthus,Belveth,Jinx,Xerath}",0
2991,NA1,ARAM,14.13.596.7996,"{Thresh,Riven,Diana,Hwei,Lissandra}","{Nautilus,Tristana,Seraphine,FiddleSticks,Janna}",0
2993,NA1,ARAM,14.13.596.7996,"{Heimerdinger,Soraka,Hwei,TwistedFate,Irelia}","{Kassadin,Akali,Lissandra,Vayne,Nidalee}",0
2994,NA1,ARAM,14.13.598.9749,"{Orianna,Blitzcrank,Vex,Graves,Rengar}","{MasterYi,Sion,Kennen,Quinn,Aatrox}",0
2995,NA1,ARAM,14.13.596.7996,"{Corki,Ezreal,Rammus,Tryndamere,Annie}","{Nunu,KSante,Karma,Pantheon,Nami}",0
2996,NA1,ARAM,14.13.596.7996,"{Tristana,Braum,Kennen,Annie,Zed}","{Rell,Thresh,Draven,Ornn,Belveth}",1
2998,NA1,ARAM,14.13.596.7996,"{Zeri,Anivia,JarvanIV,Shyvana,Corki}","{Karthus,TahmKench,Lux,Darius,Maokai}",0
3002,NA1,ARAM,14.13.596.7996,"{MissFortune,Nami,Veigar,Zeri,Caitlyn}","{Nasus,Malzahar,Hecarim,TahmKench,Shen}",0
3003,NA1,ARAM,14.13.596.7996,"{Senna,Shen,Ezreal,Veigar,Zoe}","{Gangplank,Graves,Nami,Irelia,Katarina}",0
3004,NA1,ARAM,14.13.598.9749,"{Fiora,Lux,Annie,Thresh,Hwei}","{Veigar,Irelia,Ashe,Janna,Sona}",1
3006,NA1,ARAM,14.13.598.9749,"{Sona,Twitch,Olaf,Milio,Hwei}","{Malphite,Sivir,MissFortune,FiddleSticks,Swain}",0
3008,NA1,ARAM,14.13.596.7996,"{Trundle,Lucian,Yuumi,Ahri,LeeSin}","{AurelionSol,Zilean,Kalista,Shen,Quinn}",0
3011,NA1,ARAM,14.13.596.7996,"{Velkoz,Thresh,Renata,Smolder,Urgot}","{Veigar,Briar,Yuumi,Xerath,Ornn}",1
3015,NA1,ARAM,14.13.596.7996,"{Sona,Leona,Zeri,Amumu,Ekko}","{Jinx,Vex,Vladimir,Ryze,Neeko}",1
3016,NA1,ARAM,14.13.596.7996,"{Ekko,Caitlyn,Diana,Lucian,Ornn}","{MasterYi,Pantheon,Bard,Xayah,Smolder}",1
3019,NA1,ARAM,14.13.596.7996,"{Tristana,Shen,Janna,Zeri,Kayle}","{Yuumi,Morgana,Yorick,Vi,Heimerdinger}",0
3021,NA1,ARAM,14.13.598.9749,"{DrMundo,Irelia,Graves,Karma,Braum}","{Zyra,Samira,Mordekaiser,Elise,Caitlyn}",1
3022,NA1,ARAM,14.13.596.7996,"{Smolder,Sylas,Nautilus,Karthus,Akali}","{Leblanc,Ivern,Quinn,Poppy,Evelynn}",1
3023,NA1,ARAM,14.13.596.7996,"{Vayne,MissFortune,Malzahar,Corki,Zed}","{Rammus,Garen,Karthus,Blitzcrank,TwistedFate}",1
3024,NA1,ARAM,14.13.596.7996,"{Smolder,Kindred,Maokai,Yone,TwistedFate}","{Graves,Viktor,Skarner,Velkoz,Vayne}",0
3027,NA1,ARAM,14.13.596.7996,"{Ahri,Neeko,Tryndamere,MonkeyKing,Viego}","{Vladimir,Brand,Quinn,TahmKench,Amumu}",0
3028,NA1,ARAM,14.13.596.7996,"{Senna,Mordekaiser,Braum,JarvanIV,Smolder}","{Ahri,Jinx,Urgot,Akali,Shen}",0
3029,NA1,ARAM,14.13.598.9749,"{Caitlyn,FiddleSticks,Ziggs,Ashe,Kaisa}","{Leblanc,Brand,Pyke,Annie,Kennen}",1
3030,NA1,ARAM,14.13.596.7996,"{Vayne,Lux,Khazix,Gragas,Yorick}","{Draven,Nautilus,Swain,Ekko,Darius}",0
3034,NA1,ARAM,14.13.596.7996,"{Jhin,TahmKench,Varus,Ashe,Nami}","{Zoe,Ornn,Quinn,Jayce,Zilean}",0
3037,NA1,ARAM,14.13.598.9749,"{Brand,Urgot,Samira,Ahri,Yasuo}","{Kaisa,Evelynn,Kindred,Senna,Diana}",1
3038,NA1,ARAM,14.13.598.9749,"{Yasuo,Galio,Blitzcrank,Zed,Ahri}","{Leblanc,MasterYi,Zac,Sion,Ezreal}",1
3039,NA1,ARAM,14.13.598.9749,"{Nidalee,Karma,Taliyah,Chogath,Vladimir}","{Zed,Renekton,JarvanIV,Rumble,Leblanc}",0
3041,NA1,ARAM,14.13.596.7996,"{Teemo,Sivir,Sona,Ekko,Ezreal}","{Samira,Katarina,Sylas,Qiyana,Ashe}",1
3042,NA1,ARAM,14.13.596.7996,"{Mordekaiser,Jayce,MissFortune,Lucian,Zed}","{Jinx,Sett,Zilean,Aphelios,Lissandra}",1
3044,NA1,ARAM,14.13.596.7996,"{Morgana,Renekton,Jinx,Nami,Vayne}","{Graves,Teemo,Caitlyn,Pantheon,Rengar}",1
3045,NA1,ARAM,14.13.598.9749,"{Zed,Hwei,Brand,Warwick,Heimerdinger}","{Ornn,Nidalee,TwistedFate,Morgana,Belveth}",1
3052,NA1,ARAM,14.13.598.9749,"{Leblanc,Janna,Zed,Veigar,Corki}","{Mordekaiser,Jhin,Kayle,Galio,Gangplank}",0
3057,NA1,ARAM,14.13.596.7996,"{Garen,Vayne,Sejuani,Hwei,Rengar}","{Khazix,Ahri,JarvanIV,Amumu,Seraphine}",0
3061,NA1,ARAM,14.13.596.7996,"{Swain,Kalista,Kled,Urgot,Varus}","{AurelionSol,Sett,Poppy,JarvanIV,Nocturne}",1
3062,NA1,ARAM,14.13.596.7996,"{Milio,Bard,Draven,Viego,Varus}","{Jinx,Nocturne,FiddleSticks,Kled,Amumu}",1
3063,NA1,ARAM,14.13.596.7996,"{MissFortune,Caitlyn,Illaoi,Sylas,Velkoz}","{Teemo,Varus,Kaisa,JarvanIV,Taliyah}",1
3065,NA1,ARAM,14.13.596.7996,"{Twitch,Neeko,Amumu,Gragas,Kled}","{Zyra,Heimerdinger,Singed,Draven,Khazix}",0
3066,NA1,ARAM,14.13.596.7996,"{Caitlyn,Singed,Corki,Zyra,Velkoz}","{Lillia,Nautilus,Karthus,Graves,FiddleSticks}",0
3067,NA1,ARAM,14.13.596.7996,"{Lucian,Leblanc,Thresh,Velkoz,Pantheon}","{Illaoi,Urgot,Xerath,Yone,Volibear}",1
3068,NA1,ARAM,14.13.596.7996,"{Ziggs,JarvanIV,Yuumi,Azir,Jinx}","{Morgana,Vi,Shen,Irelia,Zeri}",0
3069,NA1,ARAM,14.13.596.7996,"{Cassiopeia,Ziggs,Graves,Urgot,Caitlyn}","{Tryndamere,Twitch,Karthus,Kassadin,Garen}",0
3070,NA1,ARAM,14.13.596.7996,"{Kennen,Annie,Shaco,Katarina,Zyra}","{Karma,Blitzcrank,Akali,Draven,LeeSin}",0
3071,NA1,ARAM,14.13.598.9749,"{Chogath,Sivir,Blitzcrank,AurelionSol,Zed}","{Volibear,Nasus,Senna,Alistar,JarvanIV}",0
3072,NA1,ARAM,14.13.598.9749,"{Ekko,Syndra,Singed,Yorick,Gangplank}","{Taliyah,Leona,Veigar,Seraphine,Rakan}",0
3073,NA1,ARAM,14.13.596.7996,"{Zac,Sion,Katarina,Velkoz,Tristana}","{Nami,Twitch,Anivia,Smolder,Aatrox}",1
3074,NA1,ARAM,14.13.596.7996,"{Belveth,Alistar,Lulu,Syndra,Sion}","{Udyr,Varus,Viktor,Pyke,Ahri}",1
3079,NA1,ARAM,14.13.598.9749,"{Alistar,Orianna,Lucian,Xayah,Braum}","{Akshan,Shaco,Olaf,Garen,Irelia}",0
3080,NA1,ARAM,14.13.596.7996,"{Yone,Graves,Ryze,Kayle,Braum}","{Bard,Morgana,Renekton,Shen,Aatrox}",1
3082,NA1,ARAM,14.13.596.7996,"{Ezreal,Yasuo,MissFortune,Blitzcrank,Lulu}","{Shaco,Kayle,Kindred,Nami,Jhin}",1
3083,NA1,ARAM,14.13.596.7996,"{Twitch,Akshan,Udyr,Swain,Yasuo}","{Lulu,JarvanIV,LeeSin,Ziggs,Leblanc}",1
3086,NA1,ARAM,14.13.598.9749,"{Khazix,Vi,Karthus,Malphite,Jayce}","{Hwei,Bard,Katarina,Viktor,Vex}",1
3088,NA1,ARAM,14.13.598.9749,"{Teemo,Illaoi,DrMundo,Chogath,Ryze}","{Twitch,Karma,Amumu,Kayle,Kaisa}",0
3089,NA1,ARAM,14.13.596.7996,"{Belveth,Lucian,LeeSin,Lissandra,Senna}","{Swain,Veigar,MonkeyKing,Ashe,Chogath}",1
3092,NA1,ARAM,14.13.598.9749,"{Corki,Malzahar,Taliyah,Karma,Darius}","{Zoe,Blitzcrank,Ashe,Riven,Sivir}",0
3093,NA1,ARAM,14.13.596.7996,"{Nautilus,Pantheon,Pyke,Xayah,Milio}","{Samira,Yone,Ekko,Ryze,Malzahar}",0
3095,NA1,ARAM,14.13.596.7996,"{Evelynn,Vayne,Senna,Nidalee,Zed}","{Ezreal,FiddleSticks,KogMaw,Brand,Graves}",0
3096,NA1,ARAM,14.13.598.9749,"{Sona,Irelia,Amumu,Xerath,Zilean}","{Malphite,LeeSin,Brand,Vi,Caitlyn}",1
3097,NA1,ARAM,14.13.598.9749,"{Thresh,Renekton,Pantheon,Syndra,Corki}","{Aphelios,Cassiopeia,Veigar,Velkoz,Smolder}",1
3099,NA1,ARAM,14.13.596.7996,"{Caitlyn,Ziggs,Nami,TahmKench,Sylas}","{Katarina,Kennen,Jhin,Nocturne,Gangplank}",0
3100,NA1,ARAM,14.13.598.9749,"{Leblanc,Fizz,Renekton,Jinx,Aatrox}","{Nidalee,Veigar,Warwick,Sivir,Kennen}",1
3103,NA1,ARAM,14.13.596.7996,"{Tristana,Lissandra,Sivir,Zyra,Kennen}","{Ahri,Swain,Lulu,Riven,Varus}",1
3105,NA1,ARAM,14.13.598.9749,"{JarvanIV,Zilean,Viego,Sett,Vayne}","{Chogath,Jhin,KSante,Xayah,Morgana}",0
3109,NA1,ARAM,14.13.598.9749,"{Gangplank,Xerath,Darius,Ezreal,MasterYi}","{Yorick,Draven,Smolder,FiddleSticks,Varus}",1
3110,NA1,ARAM,14.13.596.7996,"{Tristana,AurelionSol,Janna,Briar,Amumu}","{Aphelios,Swain,FiddleSticks,Senna,Caitlyn}",0
3112,NA1,ARAM,14.13.596.7996,"{LeeSin,Brand,Bard,Kindred,Udyr}","{Akshan,Warwick,Anivia,Rumble,Corki}",1
3113,NA1,ARAM,14.13.596.7996,"{Skarner,MonkeyKing,Shaco,Seraphine,Vex}","{Tristana,Varus,Braum,Ekko,Morgana}",1
3114,NA1,ARAM,14.13.596.7996,"{Gnar,Taliyah,Varus,Smolder,Singed}","{MissFortune,Vladimir,Chogath,Graves,Tristana}",0
3117,NA1,ARAM,14.13.596.7996,"{Hwei,Aphelios,Karthus,TwistedFate,Yasuo}","{Nautilus,Amumu,Graves,Nasus,Renata}",1
3118,NA1,ARAM,14.13.596.7996,"{KSante,Zilean,MasterYi,Sejuani,Malzahar}","{Lux,Tristana,Janna,Jhin,Ivern}",1
3121,NA1,ARAM,14.13.598.9749,"{Thresh,Nilah,Lux,Jhin,Galio}","{Kaisa,Brand,TwistedFate,Xayah,Pantheon}",0
3122,NA1,ARAM,14.13.598.9749,"{Sylas,Kalista,Swain,Malzahar,Lucian}","{Graves,Kaisa,Soraka,Chogath,Ezreal}",0
3124,NA1,ARAM,14.13.596.7996,"{Leblanc,Lux,Garen,Malzahar,Yuumi}","{Katarina,Briar,Lucian,Senna,Amumu}",1
3125,NA1,ARAM,14.13.596.7996,"{Swain,Taliyah,MonkeyKing,Kalista,Janna}","{Yuumi,Vex,LeeSin,Gragas,TwistedFate}",0
3127,NA1,ARAM,14.13.596.7996,"{Tristana,Ezreal,Naafiri,Ornn,Lissandra}","{Pantheon,Nautilus,Ziggs,Taliyah,Malzahar}",1
3129,NA1,ARAM,14.13.596.7996,"{Yorick,Ashe,Leblanc,Teemo,TahmKench}","{Ahri,Renata,JarvanIV,Poppy,Zed}",0
3132,NA1,ARAM,14.13.596.7996,"{Braum,Teemo,MissFortune,Skarner,Viktor}","{Galio,Sylas,Gragas,Jax,Trundle}",1
3133,NA1,ARAM,14.13.596.7996,"{Milio,Karma,Vayne,Illaoi,Smolder}","{Twitch,Riven,Anivia,Zilean,Nautilus}",0
3135,NA1,ARAM,14.13.598.9749,"{Malphite,Brand,Lucian,Caitlyn,Zac}","{Nami,Yuumi,Olaf,Chogath,Yorick}",0
3138,NA1,ARAM,14.13.596.7996,"{Thresh,Karthus,Ezreal,Janna,Zed}","{Alistar,Sion,Vayne,Milio,Diana}",1
3139,NA1,ARAM,14.13.596.7996,"{Samira,Riven,Galio,MissFortune,Lillia}","{Varus,Milio,Sona,Twitch,AurelionSol}",1
3141,NA1,ARAM,14.13.596.7996,"{Varus,RekSai,Caitlyn,Malzahar,Nidalee}","{Nautilus,Vi,Senna,Ziggs,Yasuo}",0
3143,NA1,ARAM,14.13.596.4541,"{Yone,Brand,Thresh,Varus,Ornn}","{Senna,Udyr,Riven,Ryze,Karthus}",1
3147,NA1,ARAM,14.13.596.7996,"{Vex,Qiyana,Vladimir,Kalista,Senna}","{Aatrox,Naafiri,Thresh,Draven,Veigar}",1
3148,NA1,ARAM,14.13.596.7996,"{Draven,Orianna,Mordekaiser,Seraphine,Velkoz}","{Fizz,Brand,Udyr,Rell,Kaisa}",0
3151,NA1,ARAM,14.13.598.9749,"{Maokai,Ziggs,Ahri,Janna,Pyke}","{Nidalee,Vayne,Ornn,Leona,Quinn}",1
3154,NA1,ARAM,14.13.596.7996,"{Kayle,Viego,Zeri,Chogath,Jhin}","{Fizz,Quinn,Taliyah,Karma,Aatrox}",0
3155,NA1,ARAM,14.13.596.7996,"{Caitlyn,Veigar,Lillia,Leblanc,Illaoi}","{Tristana,Qiyana,Renata,Graves,Azir}",0
3158,NA1,ARAM,14.13.596.7996,"{Illaoi,Yasuo,Vayne,Chogath,Rakan}","{Jhin,Kaisa,Elise,Kennen,Xerath}",0
3159,NA1,ARAM,14.13.596.7996,"{Varus,Quinn,TahmKench,Morgana,Nocturne}","{Volibear,Veigar,Rumble,XinZhao,KogMaw}",1
3162,NA1,ARAM,14.13.596.7996,"{Kaisa,Vi,Nidalee,Gragas,Lucian}","{Samira,TwistedFate,Lulu,Zed,Riven}",0
3163,NA1,ARAM,14.13.598.9749,"{Vayne,Thresh,Sivir,Velkoz,Elise}","{Warwick,Quinn,Swain,Lux,DrMundo}",1
3164,NA1,ARAM,14.13.596.7996,"{Soraka,Caitlyn,Leona,Orianna,Malphite}","{Zoe,Kaisa,Smolder,TwistedFate,Varus}",1
3165,NA1,ARAM,14.13.596.7996,"{Alistar,Kayle,Nidalee,Sett,Janna}","{Lucian,Vex,Darius,Galio,Renekton}",0
3166,NA1,ARAM,14.13.596.7996,"{Gnar,Sona,DrMundo,Quinn,Alistar}","{Evelynn,Yorick,Janna,Ahri,Illaoi}",1
3167,NA1,ARAM,14.13.596.7996,"{Katarina,Amumu,Jax,Kaisa,Renata}","{Sivir,Talon,Karma,Naafiri,MissFortune}",1
3168,NA1,ARAM,14.13.596.7996,"{Zed,MissFortune,Yuumi,Draven,Shaco}","{Pyke,Malzahar,Lulu,Graves,Blitzcrank}",1
3171,NA1,ARAM,14.13.596.7996,"{Yorick,Khazix,Jhin,Evelynn,Gragas}","{Seraphine,Graves,Karma,Elise,Malzahar}",1
3172,NA1,ARAM,14.13.596.7996,"{Sona,Jax,Yone,Hwei,Ekko}","{Warwick,Janna,Kaisa,Malzahar,Varus}",0
3173,NA1,ARAM,14.13.596.7996,"{Lucian,Anivia,Lissandra,Nami,Kalista}","{Orianna,Vayne,Ezreal,TahmKench,Zyra}",1
3175,NA1,ARAM,14.13.596.7996,"{Jayce,Mordekaiser,Kindred,Pyke,Jinx}","{Amumu,Gangplank,Lux,Illaoi,Kaisa}",1
3176,NA1,ARAM,14.13.596.7996,"{Kayle,Nasus,Poppy,Senna,Graves}","{Lucian,Zoe,Aatrox,Morgana,Shaco}",0
3178,NA1,ARAM,14.13.596.7996,"{Zilean,Elise,Caitlyn,Soraka,Rakan}","{Nautilus,Sivir,Malzahar,Syndra,Vex}",0
3179,NA1,ARAM,14.13.596.7996,"{Ashe,Garen,Karma,Brand,Swain}","{Teemo,Velkoz,Kindred,Senna,Renata}",1
3180,NA1,ARAM,14.13.596.7996,"{Pyke,Brand,Galio,Bard,Jayce}","{Diana,Morgana,Khazix,Vex,Quinn}",1
3181,NA1,ARAM,14.13.596.7996,"{Tristana,Teemo,Lulu,Belveth,Malphite}","{Lux,Viktor,Brand,Senna,Nami}",1
3185,NA1,ARAM,14.13.596.7996,"{Kindred,Zed,Pyke,Viktor,Ezreal}","{Lux,Zoe,Janna,XinZhao,Nami}",1
3187,NA1,ARAM,14.13.596.7996,"{FiddleSticks,Leblanc,Khazix,Kennen,TahmKench}","{Ziggs,Jinx,Nilah,Chogath,Fizz}",0
3189,NA1,ARAM,14.13.596.7996,"{LeeSin,Vayne,Tristana,Soraka,Milio}","{Sona,Nami,Cassiopeia,Renata,Shaco}",1
3191,NA1,ARAM,14.13.598.9749,"{Bard,Trundle,Kayn,Lissandra,Twitch}","{Ahri,Ezreal,Annie,Karthus,Akshan}",1
3192,NA1,ARAM,14.13.598.9749,"{Sett,Orianna,Singed,Karma,Sion}","{MissFortune,Malphite,Zyra,Renata,FiddleSticks}",0
3193,NA1,ARAM,14.13.596.7996,"{Lucian,Tristana,Sylas,Nunu,Vex}","{Neeko,Rammus,Heimerdinger,Caitlyn,XinZhao}",1
3196,NA1,ARAM,14.13.598.9749,"{MissFortune,Xerath,Kaisa,JarvanIV,Brand}","{Quinn,AurelionSol,Diana,Sivir,Rakan}",0
3199,NA1,ARAM,14.13.596.4541,"{Malzahar,MasterYi,TwistedFate,Cassiopeia,Gangplank}","{Zeri,Zed,Annie,Leblanc,JarvanIV}",1
3200,NA1,ARAM,14.13.596.7996,"{Ziggs,Akshan,Darius,Gangplank,Karthus}","{Urgot,Nidalee,Shen,Ezreal,Hwei}",0
3201,NA1,ARAM,14.13.596.7996,"{Fizz,Zeri,Yasuo,TahmKench,Ryze}","{Jhin,MasterYi,Malphite,Lux,Galio}",1
3203,NA1,ARAM,14.13.596.7996,"{Senna,Darius,Zed,Gwen,Garen}","{Ashe,Malphite,Janna,Shen,Brand}",1
3204,NA1,ARAM,14.13.596.7996,"{Brand,Caitlyn,Vex,Shen,Rengar}","{Janna,Sona,Orianna,Xerath,Jinx}",1
3205,NA1,ARAM,14.13.598.9749,"{Vex,Ekko,Gnar,Pantheon,XinZhao}","{Kindred,Pyke,Ezreal,Kalista,Janna}",1
3209,NA1,ARAM,14.13.596.7996,"{Blitzcrank,Viego,Vex,Naafiri,Irelia}","{Malphite,MasterYi,Renekton,Maokai,Veigar}",1
3211,NA1,ARAM,14.13.596.7996,"{Urgot,TahmKench,MissFortune,Aatrox,Annie}","{Fizz,Yone,Galio,Graves,Syndra}",0
3213,NA1,ARAM,14.13.598.9749,"{Corki,LeeSin,Gnar,Pantheon,Varus}","{Syndra,Karma,Samira,Pyke,Garen}",0
3215,NA1,ARAM,14.13.598.9749,"{Tristana,Bard,Ornn,Thresh,Taliyah}","{Nunu,Jinx,TwistedFate,Ahri,Quinn}",0
3216,NA1,ARAM,14.13.598.9749,"{Zyra,Orianna,Brand,Veigar,Quinn}","{Malzahar,Velkoz,Jinx,Teemo,JarvanIV}",1
3217,NA1,ARAM,14.13.596.7996,"{Nasus,Milio,Kindred,Yasuo,Janna}","{Varus,Mordekaiser,Gwen,Lulu,TahmKench}",0
3218,NA1,ARAM,14.13.596.7996,"{Malphite,Annie,Shaco,MonkeyKing,Shyvana}","{Draven,Amumu,FiddleSticks,Ziggs,Twitch}",0
3219,NA1,ARAM,14.13.596.7996,"{MissFortune,AurelionSol,Sona,Diana,Garen}","{Ashe,Rell,Varus,Illaoi,Alistar}",1
3223,NA1,ARAM,14.13.598.9749,"{Cassiopeia,Ezreal,Ahri,Poppy,Aphelios}","{Alistar,Vladimir,Jhin,Vi,Caitlyn}",0
3224,NA1,ARAM,14.13.596.7996,"{Singed,Karma,Pyke,Morgana,Mordekaiser}","{Warwick,Garen,Jinx,Kindred,Ezreal}",1
3226,NA1,ARAM,14.13.596.7996,"{Zed,Lucian,Aatrox,Chogath,Kayle}","{Malzahar,Briar,Maokai,Jinx,Lulu}",0
3230,NA1,ARAM,14.13.596.7996,"{Senna,Corki,Rammus,Zoe,Swain}","{Karma,Jhin,Veigar,Chogath,Ornn}",0
3231,NA1,ARAM,14.13.596.7996,"{Caitlyn,Malzahar,Karthus,Singed,Swain}","{Briar,Rengar,Zilean,Leblanc,Draven}",1
3233,NA1,ARAM,14.13.596.7996,"{Zyra,Qiyana,Quinn,Xerath,Graves}","{Maokai,TwistedFate,Sivir,Sett,Senna}",0
3236,NA1,ARAM,14.13.596.7996,"{Tristana,Thresh,Yasuo,Mordekaiser,Zyra}","{Gnar,Khazix,Blitzcrank,Alistar,Zeri}",1
3237,NA1,ARAM,14.13.596.7996,"{Hwei,Chogath,Ashe,Caitlyn,Jinx}","{Ezreal,Varus,Malphite,Shaco,Kayn}",1
3240,NA1,ARAM,14.13.598.9749,"{Caitlyn,Orianna,Maokai,Xayah,Nasus}","{Lulu,Draven,Xerath,Illaoi,Lillia}",0
3242,NA1,ARAM,14.13.596.7996,"{Annie,Lillia,Nautilus,Sivir,Caitlyn}","{Kassadin,Smolder,Veigar,Chogath,Ashe}",0
3243,NA1,ARAM,14.13.596.7996,"{Annie,Mordekaiser,XinZhao,Janna,Evelynn}","{Caitlyn,Xerath,Diana,Teemo,Garen}",0
