id,region,game_mode,patch,blue_team,red_team,winning_team
3772,NA1,ARAM,14.13.596.7996,"{Ornn,Zilean,Cassiopeia,MissFortune,Xerath}","{Zeri,Rell,Malzahar,Kalista,KogMaw}",0
3774,NA1,ARAM,14.13.596.7996,"{Pantheon,LeeSin,Orianna,Annie,Teemo}","{Varus,Nami,Janna,KogMaw,Ahri}",1
3775,NA1,ARAM,14.13.596.7996,"{Aphelios,Viktor,Caitlyn,Blitzcrank,Amumu}","{Garen,Rumble,Vladimir,Nidalee,Akali}",0
3778,NA1,ARAM,14.13.598.9749,"{Sett,Jhin,Blitzcrank,Brand,Maokai}","{Gangplank,Soraka,Velkoz,Alistar,Volibear}",0
3781,NA1,ARAM,14.13.598.9749,"{Kayle,Brand,Maokai,Teemo,Lux}","{Karthus,Viego,Veigar,Blitzcrank,Malzahar}",1
3782,NA1,ARAM,14.13.598.9749,"{Swain,Vex,Darius,Malphite,Lux}","{Mordekaiser,Soraka,Gangplank,Ekko,Morgana}",1
3783,NA1,ARAM,14.13.596.7996,"{Zed,Malphite,Heimerdinger,Rell,Gangplank}","{Leblanc,Ahri,Pantheon,Quinn,Renata}",1
3784,NA1,ARAM,14.13.598.9749,"{Ziggs,Jayce,Sion,Xerath,Gangplank}","{Blitzcrank,Janna,Nidalee,TahmKench,Ezreal}",0
3786,NA1,ARAM,14.13.596.7996,"{Varus,Veigar,Akali,Soraka,Jayce}","{Fizz,Briar,Warwick,Pantheon,Orianna}",0
3787,NA1,ARAM,14.13.596.7996,"{Poppy,Bard,Xerath,Lucian,Jayce}","{Ezreal,TahmKench,TwistedFate,Akali,DrMundo}",0
3788,NA1,ARAM,14.13.596.7996,"{MonkeyKing,Ornn,Amumu,Brand,Garen}","{Lux,Jayce,Evelynn,Vex,Akali}",0
3789,NA1,ARAM,14.13.598.9749,"{Twitch,Trundle,Katarina,Kennen,Renata}","{Viktor,Jhin,Corki,Ezreal,Volibear}",1
3791,NA1,ARAM,14.13.598.9749,"{Warwick,Draven,Milio,Neeko,Viego}","{Orianna,KogMaw,Akali,Twitch,Corki}",1
3792,NA1,ARAM,14.13.596.7996,"{Jayce,Velkoz,Sejuani,Kindred,Shaco}","{Karma,Blitzcrank,Jax,Lulu,Kalista}",1
3795,NA1,ARAM,14.13.596.7996,"{Ezreal,Zed,Galio,Pyke,Naafiri}","{Sylas,Akshan,Malphite,Janna,Malzahar}",1
3797,NA1,ARAM,14.13.598.9749,"{Ekko,KSante,Shyvana,Quinn,Graves}","{Fizz,Elise,Thresh,Jhin,Evelynn}",1
3800,NA1,ARAM,14.13.596.7996,"{Gangplank,Belveth,Evelynn,Zyra,Ziggs}","{Warwick,Garen,Smolder,Malzahar,Nidalee}",1
3801,NA1,ARAM,14.13.596.7996,"{MonkeyKing,Karma,Zyra,Viego,Vladimir}","{AurelionSol,Shaco,Lux,Tristana,Gangplank}",0
3803,NA1,ARAM,14.13.598.9749,"{AurelionSol,Lucian,Warwick,Janna,Quinn}","{Caitlyn,Ahri,Jayce,Nocturne,Blitzcrank}",0
3808,NA1,ARAM,14.13.596.7996,"{Rengar,Nautilus,Sylas,Akali,Kaisa}","{Udyr,Lillia,Vex,Ivern,Warwick}",1
3809,NA1,ARAM,14.13.596.7996,"{Galio,Urgot,DrMundo,Quinn,Zoe}","{Smolder,Nami,Shen,Veigar,Gangplank}",1
3810,NA1,ARAM,14.13.596.7996,"{Chogath,Ashe,Sett,Yasuo,Zilean}","{Lulu,Smolder,Jinx,Rengar,Gangplank}",1
3811,NA1,ARAM,14.13.598.9749,"{Teemo,XinZhao,Graves,Ivern,Azir}","{Zed,Brand,Blitzcrank,Jinx,Lux}",1
3812,NA1,ARAM,14.13.598.9749,"{Nautilus,Soraka,Darius,Jhin,Udyr}","{Pyke,Lux,Ziggs,Renata,Swain}",0
3813,NA1,ARAM,14.13.596.7996,"{Vayne,Camille,Anivia,Shaco,Mordekaiser}","{Akshan,Lillia,Caitlyn,Xayah,Swain}",1
3815,NA1,ARAM,14.13.596.7996,"{Yone,AurelionSol,Heimerdinger,Milio,Malzahar}","{Leblanc,DrMundo,Irelia,Blitzcrank,Malphite}",1
3818,NA1,ARAM,14.13.598.9749,"{Akali,Draven,Naafiri,Vex,Kassadin}","{Sejuani,Neeko,AurelionSol,Smolder,Aphelios}",0
3819,NA1,ARAM,14.13.596.7996,"{Ashe,MissFortune,Viego,Sett,Garen}","{Volibear,Jax,Velkoz,Xayah,Gwen}",1
3820,NA1,ARAM,14.13.598.9749,"{Velkoz,Alistar,Nautilus,Tristana,AurelionSol}","{Zoe,Veigar,Brand,Xayah,Braum}",1
3824,NA1,ARAM,14.13.596.7996,"{FiddleSticks,Jhin,Sett,Xayah,Lulu}","{Jayce,Smolder,Lillia,Zeri,Karthus}",0
3826,NA1,ARAM,14.13.596.7996,"{MissFortune,Varus,Gwen,MonkeyKing,Jinx}","{Syndra,Rumble,Rell,Udyr,Tristana}",0
3828,NA1,ARAM,14.13.596.7996,"{Talon,Warwick,Jhin,Fizz,Smolder}","{Gnar,Karthus,Brand,Blitzcrank,Yasuo}",0
3829,NA1,ARAM,14.13.598.9749,"{Fizz,Darius,Karma,Lucian,Ahri}","{Heimerdinger,Nidalee,Thresh,Caitlyn,Kennen}",1
3830,NA1,ARAM,14.13.598.9749,"{Sion,Varus,FiddleSticks,Vayne,Lillia}","{MonkeyKing,Ziggs,Kindred,Veigar,Ahri}",1
3832,NA1,ARAM,14.13.596.7996,"{Maokai,Vi,Veigar,Sivir,Amumu}","{Lulu,TwistedFate,Caitlyn,Karma,Rammus}",0
3834,NA1,ARAM,14.13.596.7996,"{Ziggs,Ahri,Trundle,Lucian,Smolder}","{Gragas,Rell,Lissandra,TwistedFate,Anivia}",0
3837,NA1,ARAM,14.13.596.7996,"{Kayle,Nasus,Velkoz,DrMundo,Nidalee}","{Twitch,Khazix,Neeko,Teemo,Sion}",0
3840,NA1,ARAM,14.13.598.9749,"{Zoe,Lucian,Darius,Morgana,Nautilus}","{Zilean,Volibear,Nidalee,Fiora,Bard}",1
3841,NA1,ARAM,14.13.596.7996,"{AurelionSol,Anivia,Lillia,TahmKench,Rakan}","{Viego,Fizz,Zeri,Garen,Ahri}",0
3842,NA1,ARAM,14.13.596.7996,"{Braum,Velkoz,Lux,Kaisa,Aphelios}","{Qiyana,Yuumi,Smolder,Ornn,Xerath}",1
3843,NA1,ARAM,14.13.596.7996,"{Gnar,MasterYi,Zoe,Orianna,Anivia}","{Caitlyn,Graves,Heimerdinger,Udyr,Rakan}",1
3844,NA1,ARAM,14.13.596.7996,"{Pyke,Sivir,Syndra,Zilean,Nasus}","{Azir,Gwen,Caitlyn,Irelia,Hecarim}",0
3845,NA1,ARAM,14.13.598.9749,"{Aatrox,Bard,Renekton,Lucian,Akshan}","{Nautilus,MasterYi,Poppy,Irelia,Soraka}",0
3847,NA1,ARAM,14.13.598.9749,"{Shen,Skarner,Xerath,Ezreal,Zoe}","{Leona,Janna,Nocturne,Ryze,Smolder}",1
3848,NA1,ARAM,14.13.596.7996,"{Janna,Ziggs,Briar,Lillia,Swain}","{Malphite,Darius,Azir,Jhin,Jax}",1
3849,NA1,ARAM,14.13.596.7996,"{DrMundo,Draven,Rumble,Renekton,Garen}","{Khazix,Sion,Lucian,LeeSin,Annie}",0
3850,NA1,ARAM,14.13.596.7996,"{Aphelios,Akshan,MissFortune,Velkoz,LeeSin}","{Zeri,Sona,Shaco,Xayah,Jhin}",0
3851,NA1,ARAM,14.13.596.7996,"{Azir,AurelionSol,Chogath,Sona,Rammus}","{Zeri,MonkeyKing,Nautilus,Twitch,Darius}",1
3852,NA1,ARAM,14.13.596.7996,"{Shyvana,Vi,Lucian,Shaco,Velkoz}","{Jhin,Caitlyn,Gnar,Syndra,Jinx}",1
3853,NA1,ARAM,14.13.598.9749,"{Twitch,Syndra,Viktor,Irelia,Morgana}","{Heimerdinger,Pyke,Gragas,Fizz,Caitlyn}",1
3854,NA1,ARAM,14.13.596.7996,"{Volibear,Leona,Jinx,Zyra,Zoe}","{Lux,Kayn,Viego,Riven,Ahri}",1
3855,NA1,ARAM,14.13.598.9749,"{Draven,Swain,Jax,Lillia,Yuumi}","{Kayle,Malphite,Mordekaiser,Syndra,Hwei}",0
3857,NA1,ARAM,14.13.596.7996,"{Chogath,Anivia,Kayle,Maokai,Senna}","{Katarina,Mordekaiser,TwistedFate,Smolder,Xerath}",0
3858,NA1,ARAM,14.13.598.9749,"{Thresh,Draven,Vayne,Ekko,Veigar}","{Galio,Teemo,Seraphine,Nautilus,MissFortune}",1
3861,NA1,ARAM,14.13.596.7996,"{Caitlyn,Kaisa,Vex,Morgana,Syndra}","{Braum,Jinx,Draven,Anivia,Rakan}",1
3862,NA1,ARAM,14.13.596.7996,"{Darius,Orianna,Soraka,Aatrox,Chogath}","{Zilean,Yone,Leona,Briar,Caitlyn}",0
3864,NA1,ARAM,14.13.596.7996,"{Naafiri,Amumu,Vayne,Rammus,Kaisa}","{Caitlyn,Senna,Seraphine,Lissandra,Teemo}",1
3865,NA1,ARAM,14.13.596.7996,"{Aphelios,Warwick,Yuumi,Hwei,Zeri}","{Leblanc,Gwen,Tristana,Ziggs,Sylas}",1
3866,NA1,ARAM,14.13.596.7996,"{Heimerdinger,Kindred,Ivern,Lucian,AurelionSol}","{Kayn,Lillia,Kaisa,Leblanc,Karma}",0
3867,NA1,ARAM,14.13.596.7996,"{Lux,Lucian,JarvanIV,Orianna,Diana}","{Kayn,Yone,Ahri,Tryndamere,TahmKench}",0
3874,NA1,ARAM,14.13.596.7996,"{Ezreal,Pyke,Akshan,Chogath,Syndra}","{Renata,Aatrox,Neeko,Naafiri,Thresh}",1
3875,NA1,ARAM,14.13.596.7996,"{Cassiopeia,Morgana,Caitlyn,Quinn,MonkeyKing}","{Draven,Diana,Ekko,Kindred,Nautilus}",1
3877,NA1,ARAM,14.13.596.7996,"{Elise,Lux,MissFortune,Blitzcrank,Brand}","{Jayce,Fizz,Volibear,Talon,TwistedFate}",0
3878,NA1,ARAM,14.13.596.7996,"{Caitlyn,Zed,Shen,Velkoz,Alistar}","{Draven,Morgana,Lissandra,Nautilus,Jhin}",1
3879,NA1,ARAM,14.13.596.7996,"{Lux,Sona,Jinx,Graves,Ekko}","{Sett,Velkoz,Senna,Xayah,Khazix}",0
3880,NA1,ARAM,14.13.598.9749,"{Ezreal,Malzahar,Lux,Ziggs,LeeSin}","{Sona,Maokai,Caitlyn,Brand,Thresh}",1
3881,NA1,ARAM,14.13.596.7996,"{Singed,Zyra,Ezreal,Lissandra,Lux}","{Jayce,Akali,Zeri,Pyke,Fizz}",0
3882,NA1,ARAM,14.13.596.7996,"{MonkeyKing,Taliyah,Brand,TahmKench,Quinn}","{Darius,Varus,Yorick,Akali,Veigar}",0
3883,NA1,ARAM,14.13.596.7996,"{Pyke,Renata,Kennen,TwistedFate,Karthus}","{Vayne,Ahri,Briar,Blitzcrank,Volibear}",1
3884,NA1,ARAM,14.13.596.7996,"{Evelynn,Anivia,Malzahar,Xayah,Blitzcrank}","{Syndra,Nilah,Kayle,Taliyah,Thresh}",0
3885,NA1,ARAM,14.13.596.7996,"{Kaisa,Varus,Lux,Vi,Chogath}","{Anivia,Amumu,Lucian,Lillia,Lissandra}",0
3887,NA1,ARAM,14.13.596.7996,"{AurelionSol,Kassadin,Thresh,Kalista,Riven}","{Warwick,Ezreal,Anivia,Cassiopeia,TwistedFate}",1
3890,NA1,ARAM,14.13.596.7996,"{Milio,Sejuani,Kindred,Ziggs,Syndra}","{Braum,Khazix,Nidalee,Kayle,Teemo}",0
3892,NA1,ARAM,14.13.596.7996,"{Pantheon,Mordekaiser,Lucian,Varus,Brand}","{Zeri,LeeSin,Velkoz,Caitlyn,Vladimir}",0
3893,NA1,ARAM,14.13.596.7996,"{Pantheon,Ahri,Fizz,Neeko,Kassadin}","{Kayle,TahmKench,Skarner,Elise,Ezreal}",1
3894,NA1,ARAM,14.13.598.9749,"{Morgana,Graves,Mordekaiser,Vladimir,Annie}","{Pyke,Yone,Karthus,Ornn,Ryze}",0
3896,NA1,ARAM,14.13.598.9749,"{Varus,Karma,Brand,Caitlyn,Milio}","{Ornn,Maokai,Kalista,Udyr,Hwei}",1
3901,NA1,ARAM,14.13.596.7996,"{Nunu,DrMundo,Darius,Velkoz,Nilah}","{Tryndamere,Skarner,Janna,Morgana,Senna}",1
3902,NA1,ARAM,14.13.598.9749,"{Taliyah,Irelia,Anivia,Yasuo,Ezreal}","{Ashe,Pyke,Kennen,Pantheon,Syndra}",1
3903,NA1,ARAM,14.13.596.7996,"{Elise,Leblanc,Heimerdinger,Nidalee,Garen}","{XinZhao,Xerath,AurelionSol,Vi,Vladimir}",0
3904,NA1,ARAM,14.13.596.7996,"{Ryze,Nami,Sett,Aphelios,Caitlyn}","{Senna,Quinn,Fizz,Brand,Leblanc}",1
3906,NA1,ARAM,14.13.598.9749,"{Senna,Pantheon,FiddleSticks,Lucian,Volibear}","{Teemo,Nidalee,Irelia,Karma,Sivir}",0
3908,NA1,ARAM,14.13.596.7996,"{Lissandra,Darius,Teemo,Karma,Lulu}","{TwistedFate,Tryndamere,Jinx,Evelynn,Alistar}",1
3910,NA1,ARAM,14.13.598.9749,"{Jax,Thresh,MasterYi,Kindred,Karthus}","{Akali,Ivern,Tristana,Ashe,Chogath}",0
3911,NA1,ARAM,14.13.596.7996,"{Smolder,Karma,Taliyah,Kassadin,Yone}","{Corki,Sivir,Darius,Vayne,Nidalee}",1
3912,NA1,ARAM,14.13.596.7996,"{Chogath,Quinn,Blitzcrank,Poppy,Malphite}","{Teemo,Jayce,Nautilus,Rammus,Kayn}",0
3913,NA1,ARAM,14.13.596.7996,"{Kaisa,Volibear,Yuumi,Malzahar,Yasuo}","{Braum,Jax,Mordekaiser,Lulu,Alistar}",0
3914,NA1,ARAM,14.13.596.7996,"{MissFortune,Swain,LeeSin,Shaco,Jayce}","{Renekton,Nami,Rumble,Xayah,Cassiopeia}",1
3915,NA1,ARAM,14.13.596.7996,"{Pyke,Ezreal,Vi,MasterYi,Teemo}","{Taric,Karma,Talon,Ziggs,Smolder}",1
3916,NA1,ARAM,14.13.598.9749,"{Fiora,Leblanc,Blitzcrank,Hwei,Ashe}","{Vayne,Shaco,TwistedFate,Xerath,Jayce}",1
3917,NA1,ARAM,14.13.596.7996,"{Talon,Sett,Varus,Shaco,Vladimir}","{MasterYi,Gragas,Hwei,Yasuo,Jayce}",0
3921,NA1,ARAM,14.13.596.7996,"{Gnar,AurelionSol,Smolder,Aatrox,Pyke}","{Darius,Ezreal,DrMundo,Caitlyn,Gwen}",1
3923,NA1,ARAM,14.13.596.7996,"{Brand,Gangplank,Azir,Xayah,Graves}","{Pyke,Darius,Nidalee,Varus,Rakan}",1
3925,NA1,ARAM,14.13.598.9749,"{Vex,Xerath,Ashe,Annie,Akali}","{Smolder,Karma,JarvanIV,Xayah,Ziggs}",0
3926,NA1,ARAM,14.13.598.9749,"{Anivia,Akali,Vex,Thresh,Chogath}","{Nautilus,Rumble,Seraphine,Jhin,Caitlyn}",1
3927,NA1,ARAM,14.13.598.9749,"{MissFortune,Lux,Gangplank,Lissandra,Rakan}","{Ryze,Qiyana,Kalista,Senna,Corki}",0
3928,NA1,ARAM,14.13.596.7996,"{Ezreal,Akali,Nami,Xayah,AurelionSol}","{Yone,Jayce,Thresh,Malzahar,Jinx}",0
3929,NA1,ARAM,14.13.598.9749,"{Nocturne,Pantheon,Lux,Varus,Yuumi}","{Garen,Vex,Heimerdinger,Nautilus,Trundle}",1
3930,NA1,ARAM,14.13.596.7996,"{Katarina,Gragas,Lissandra,Sylas,Kindred}","{Qiyana,Zyra,Diana,Malzahar,MissFortune}",0
3931,NA1,ARAM,14.13.596.7996,"{Morgana,Kalista,Singed,Nidalee,Katarina}","{Jhin,Syndra,Milio,Sett,Briar}",0
3934,NA1,ARAM,14.13.596.7996,"{Heimerdinger,Viktor,Ashe,Renata,Hecarim}","{Lillia,Senna,Camille,Shen,Malphite}",1
3935,NA1,ARAM,14.13.596.7996,"{Sejuani,Malzahar,Zed,Darius,Teemo}","{JarvanIV,Neeko,Orianna,DrMundo,Leona}",1
3936,NA1,ARAM,14.13.596.7996,"{Nidalee,Azir,Belveth,Singed,Ryze}","{Aatrox,Ezreal,TwistedFate,Caitlyn,MonkeyKing}",1
3937,NA1,ARAM,14.13.596.7996,"{MasterYi,Karthus,Samira,Kennen,Diana}","{Kaisa,Ekko,Katarina,Kalista,Heimerdinger}",0
3939,NA1,ARAM,14.13.598.9749,"{Vladimir,Swain,Kaisa,Draven,Nunu}","{Ahri,Yasuo,Yorick,Gragas,Akshan}",1
3944,NA1,ARAM,14.13.596.7996,"{Rumble,Zyra,Urgot,Xayah,AurelionSol}","{Samira,Vladimir,Belveth,Darius,Ryze}",0
3945,NA1,ARAM,14.13.598.9749,"{Malzahar,Velkoz,Nidalee,Orianna,Illaoi}","{Braum,Brand,TahmKench,Poppy,Ryze}",1
3949,NA1,ARAM,14.13.596.7996,"{Kaisa,Aphelios,Pantheon,Belveth,Sylas}","{Jax,Kayle,Diana,Akshan,Veigar}",1
3950,NA1,ARAM,14.13.596.7996,"{JarvanIV,Caitlyn,Ornn,Xayah,Fizz}","{Garen,Karma,Veigar,Hwei,Gragas}",1
3951,NA1,ARAM,14.13.598.9749,"{Tristana,Gragas,Sion,Brand,Teemo}","{Caitlyn,Akali,Karthus,Morgana,Jinx}",0
3953,NA1,ARAM,14.13.596.7996,"{Graves,LeeSin,Blitzcrank,Zoe,MissFortune}","{Malzahar,Riven,Ahri,Janna,Kennen}",0
3956,NA1,ARAM,14.13.596.7996,"{Hwei,Orianna,Chogath,Nocturne,Taliyah}","{MasterYi,Diana,Sylas,TahmKench,Blitzcrank}",0
3958,NA1,ARAM,14.13.598.9749,"{Annie,Vladimir,Akali,Tristana,Twitch}","{Nami,Sett,Ziggs,Thresh,Lux}",0
3960,NA1,ARAM,14.13.596.7996,"{Thresh,KogMaw,Jhin,Elise,Ezreal}","{Shaco,Sivir,Morgana,Jinx,Senna}",0
3961,NA1,ARAM,14.13.596.7996,"{Pyke,Sion,Vladimir,Xayah,Yuumi}","{Malzahar,Chogath,Aatrox,Diana,Morgana}",1
3962,NA1,ARAM,14.13.596.7996,"{Quinn,Ezreal,Rell,Ryze,Cassiopeia}","{Kaisa,Yasuo,Alistar,Draven,Janna}",0
3963,NA1,ARAM,14.13.596.7996,"{Ezreal,Vex,KogMaw,Renata,MonkeyKing}","{Bard,Pantheon,Poppy,Ashe,Shen}",0
3964,NA1,ARAM,14.13.598.9749,"{Orianna,Senna,Swain,Sylas,Zed}","{Zilean,Zeri,Nocturne,Kennen,MissFortune}",1
3965,NA1,ARAM,14.13.598.9749,"{Lux,Jax,Veigar,Jhin,Renekton}","{Nidalee,Renata,Kaisa,Mordekaiser,Karthus}",0
3969,NA1,ARAM,14.13.598.9749,"{Karthus,Aatrox,Jhin,Zyra,Leblanc}","{Singed,Brand,Taliyah,Sett,Ahri}",0
3971,NA1,ARAM,14.13.596.7996,"{Cassiopeia,Leona,Riven,Vladimir,Irelia}","{Mordekaiser,Ezreal,Samira,Sejuani,Nami}",0
3973,NA1,ARAM,14.13.598.9749,"{Teemo,Samira,Annie,Jhin,LeeSin}","{Illaoi,Lillia,Sion,Ahri,Ryze}",1
3975,NA1,ARAM,14.13.596.7996,"{Udyr,Varus,Swain,Shyvana,Lulu}","{Jax,Velkoz,Karma,Vayne,Katarina}",1
3978,NA1,ARAM,14.13.596.7996,"{MissFortune,Bard,Graves,Maokai,Leblanc}","{Veigar,Ashe,Kaisa,Gwen,Irelia}",1
3981,NA1,ARAM,14.13.596.7996,"{Lucian,Velkoz,Ezreal,Zed,Swain}","{Draven,Camille,TwistedFate,Nami,Ahri}",1
3982,NA1,ARAM,14.13.596.7996,"{Azir,Shaco,Brand,Lucian,Renata}","{KogMaw,TahmKench,Ashe,Gnar,Veigar}",0
3983,NA1,ARAM,14.13.598.9749,"{Sejuani,Aatrox,Syndra,Brand,Janna}","{Katarina,Sett,KSante,Tristana,Shaco}",1
3987,NA1,ARAM,14.13.598.9749,"{Lissandra,Velkoz,Nasus,Alistar,Akali}","{Udyr,Nami,Karthus,Varus,Nidalee}",0
3989,NA1,ARAM,14.13.598.9749,"{Viego,Veigar,Chogath,Khazix,MonkeyKing}","{Jinx,Ziggs,Vayne,JarvanIV,Teemo}",0
3990,NA1,ARAM,14.13.596.7996,"{Veigar,Syndra,Nunu,Ashe,LeeSin}","{Gwen,Mordekaiser,Graves,Senna,Nautilus}",0
3991,NA1,ARAM,14.13.596.7996,"{Ekko,Seraphine,Jinx,Yasuo,Zed}","{Zyra,Leblanc,Quinn,Galio,Viktor}",1
3994,NA1,ARAM,14.13.598.9749,"{Maokai,Nunu,MissFortune,Nautilus,Senna}","{Zyra,Mordekaiser,Udyr,Ryze,Akali}",0
3996,NA1,ARAM,14.13.596.7996,"{Zed,Graves,Neeko,Ornn,Jayce}","{Yone,Sylas,Gangplank,MissFortune,Draven}",0
3997,NA1,ARAM,14.13.596.7996,"{Velkoz,Draven,Maokai,Kaisa,Yuumi}","{Smolder,Viktor,Malphite,Garen,Akali}",0
3998,NA1,ARAM,14.13.598.9749,"{Smolder,KogMaw,Kayle,Galio,Caitlyn}","{Kaisa,Akshan,Lux,Veigar,Shaco}",0
4001,NA1,ARAM,14.13.596.7996,"{Teemo,Ashe,Veigar,TwistedFate,Vladimir}","{Annie,Taliyah,Ezreal,Xayah,Fizz}",0
4002,NA1,ARAM,14.13.596.7996,"{Vex,Lissandra,KogMaw,Blitzcrank,Soraka}","{Nunu,Pyke,Lucian,Elise,Thresh}",0
4003,NA1,ARAM,14.13.596.7996,"{Thresh,Karma,Renekton,Kalista,Ekko}","{Sona,Malphite,Caitlyn,Ezreal,Pyke}",0
4005,NA1,ARAM,14.13.596.7996,"{Rumble,Bard,Jayce,Naafiri,RekSai}","{Ekko,Caitlyn,Lillia,Briar,Lulu}",1
4009,NA1,ARAM,14.13.596.7996,"{Graves,Rell,Lucian,MasterYi,Hwei}","{Camille,Viktor,Renekton,Xayah,Sett}",0
4010,NA1,ARAM,14.13.598.9749,"{Varus,Malzahar,Thresh,Zyra,KSante}","{Jayce,Lulu,Jinx,Nasus,Quinn}",1
4013,NA1,ARAM,14.13.596.7996,"{Azir,Trundle,Taliyah,Xerath,Jinx}","{Aatrox,Fizz,Darius,Leblanc,Aphelios}",1
4014,NA1,ARAM,14.13.596.7996,"{Karma,Tristana,Samira,Caitlyn,Velkoz}","{Janna,Urgot,Kindred,Anivia,Brand}",0
4017,NA1,ARAM,14.13.596.7996,"{Briar,Nocturne,Ziggs,Fizz,Swain}","{Anivia,Hecarim,Morgana,Sona,Ezreal}",0
4019,NA1,ARAM,14.13.596.7996,"{XinZhao,Lissandra,Viego,Sejuani,Kindred}","{Graves,Ezreal,Ekko,Blitzcrank,Karma}",0
4027,NA1,ARAM,14.13.598.9749,"{Kalista,TwistedFate,Vi,Cassiopeia,Blitzcrank}","{Caitlyn,Gangplank,Neeko,Gragas,Nami}",0
4028,NA1,ARAM,14.13.596.7996,"{Kassadin,Pantheon,Viego,Nidalee,Caitlyn}","{Darius,Jayce,MissFortune,Brand,Leona}",0
4029,NA1,ARAM,14.13.596.7996,"{Varus,Vex,Viego,Galio,Ivern}","{Senna,Pyke,Annie,Illaoi,Sett}",1
4030,NA1,ARAM,14.13.596.7996,"{Kayle,Naafiri,Neeko,Gragas,Sett}","{Camille,Ziggs,Yuumi,Lucian,Karthus}",0
4031,NA1,ARAM,14.13.596.7996,"{Caitlyn,Swain,Jax,XinZhao,Azir}","{Kaisa,Rengar,Xerath,Ornn,Maokai}",0
4032,NA1,ARAM,14.13.596.7996,"{Evelynn,Leblanc,Lux,Graves,Malzahar}","{Vi,Karthus,MissFortune,Senna,Zeri}",1
4034,NA1,ARAM,14.13.598.9749,"{Swain,Vayne,Malphite,Ziggs,Zed}","{Kaisa,Nidalee,Rammus,Soraka,Senna}",1
4036,NA1,ARAM,14.13.598.9749,"{Vi,MissFortune,Hecarim,Smolder,Jax}","{Nidalee,Seraphine,Jhin,Syndra,Nautilus}",1
4037,NA1,ARAM,14.13.596.7996,"{Khazix,Akshan,Kaisa,Sona,Belveth}","{Quinn,Chogath,Velkoz,DrMundo,Yasuo}",1
4038,NA1,ARAM,14.13.596.7996,"{Heimerdinger,Caitlyn,Milio,KogMaw,Thresh}","{Taric,Elise,Veigar,Bard,AurelionSol}",0
4039,NA1,ARAM,14.13.598.9749,"{Jhin,Nidalee,Neeko,Leblanc,Udyr}","{Bard,Rammus,Graves,Diana,Lulu}",1
4040,NA1,ARAM,14.13.598.9749,"{JarvanIV,Zeri,Gwen,Ahri,MonkeyKing}","{Galio,Morgana,Hwei,Caitlyn,Neeko}",1
4042,NA1,ARAM,14.13.596.7996,"{Ezreal,Nilah,Alistar,Smolder,Akshan}","{Zed,Aphelios,Nami,Nautilus,TahmKench}",0
4044,NA1,ARAM,14.13.596.7996,"{Leblanc,Kled,Sivir,Yorick,Alistar}","{Jhin,Udyr,Janna,Blitzcrank,Akali}",0
4045,NA1,ARAM,14.13.596.7996,"{Varus,Tristana,Draven,Amumu,Hwei}","{Pyke,Akali,Zyra,Corki,Sett}",1
4048,NA1,ARAM,14.13.598.9749,"{Ryze,Thresh,LeeSin,Nidalee,Belveth}","{Zac,KSante,Diana,Kennen,Illaoi}",1
4050,NA1,ARAM,14.13.596.7996,"{Fizz,Ziggs,KogMaw,Galio,Amumu}","{Leblanc,Twitch,Thresh,Blitzcrank,Lulu}",0
4051,NA1,ARAM,14.13.596.7996,"{Ekko,Yuumi,KogMaw,Senna,Annie}","{Renekton,Akshan,Vladimir,Lux,Zilean}",1
4056,NA1,ARAM,14.13.596.7996,"{Katarina,Shyvana,Varus,Darius,DrMundo}","{Twitch,Renata,Ivern,Taliyah,Urgot}",1
4057,NA1,ARAM,14.13.596.7996,"{Kalista,Trundle,FiddleSticks,Renata,Blitzcrank}","{Ezreal,Morgana,Ekko,Jayce,Caitlyn}",1
4058,NA1,ARAM,14.13.598.9749,"{Soraka,Jinx,Leblanc,Pantheon,Illaoi}","{Heimerdinger,KSante,Jhin,Zoe,Talon}",1
4060,NA1,ARAM,14.13.598.9749,"{Lucian,Akali,Rammus,Ahri,Nami}","{Udyr,Aphelios,Nasus,Shaco,Yuumi}",1
4062,NA1,ARAM,14.13.598.9749,"{Jax,Gwen,Sona,Tristana,Akali}","{Illaoi,Twitch,Yasuo,Ornn,Jhin}",1
4063,NA1,ARAM,14.13.598.9749,"{Velkoz,Caitlyn,Jhin,Lucian,Lillia}","{Janna,Ahri,Kalista,Zoe,MissFortune}",1
4064,NA1,ARAM,14.13.596.7996,"{Karma,Zoe,Nunu,Ashe,Aatrox}","{Karthus,Ziggs,MissFortune,Kassadin,Senna}",1
4065,NA1,ARAM,14.13.598.9749,"{Varus,Teemo,Ornn,Zilean,Fizz}","{Galio,Karthus,Heimerdinger,Gangplank,Vayne}",1
4066,NA1,ARAM,14.13.596.7996,"{Nasus,XinZhao,Shaco,Karma,Aphelios}","{Belveth,Ornn,FiddleSticks,KogMaw,Renekton}",1
4067,NA1,ARAM,14.13.596.7996,"{Nunu,Morgana,Nidalee,Caitlyn,Jinx}","{Zilean,Ahri,Kaisa,Taliyah,Garen}",0
4070,NA1,ARAM,14.13.596.7996,"{Zed,Ekko,Volibear,Blitzcrank,Rengar}","{Nami,Senna,Annie,Sion,Leblanc}",1
4072,NA1,ARAM,14.13.596.7996,"{Ezreal,Singed,Jayce,Ekko,Kayle}","{Renata,Chogath,Rengar,Nidalee,Samira}",1
