id,match_id,region,game_mode,elo,version,blue_one,blue_two,blue_three,blue_four,blue_five,red_one,red_two,red_three,red_four,red_five,winning_team
3000,NA1_5031651738,NA1,ARAM,UNRANKED,14.13.598.9749,Darius,Swain,MissFortune,Janna,Leblanc,Jax,XinZhao,Seraphine,Urgot,Ryze,0
3001,NA1_5031642990,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,Akali,Gragas,Varus,Trundle,Jhin,Shen,Alistar,Taliyah,Mordekaiser,1
3002,NA1_5031633187,NA1,ARAM,UNRANKED,14.13.598.9749,Maokai,Graves,Malphite,Zeri,TwistedFate,TahmKench,Teemo,Karma,Ezreal,LeeSin,1
3003,NA1_5031629617,NA1,ARAM,GOLD II,14.13.598.9749,Heimerdinger,Jayce,Sivir,Vi,Galio,Leona,Malzahar,Swain,Senna,Sona,1
3004,NA1_5031390376,NA1,ARAM,GOLD II,14.13.598.9749,Darius,Karma,Jhin,Thresh,Ashe,Syndra,MissFortune,Viego,FiddleSticks,Nautilus,0
3005,NA1_5031368672,NA1,ARAM,PLATINUM IV,14.13.598.9749,Gragas,Fizz,Tristana,Belveth,Lillia,Pantheon,Brand,Sivir,FiddleSticks,Taliyah,1
3006,NA1_5031350722,NA1,ARAM,PLATINUM II,14.13.598.9749,Darius,Karthus,Milio,Udyr,MissFortune,Xerath,Ekko,Kennen,Janna,Sivir,1
3007,NA1_5031343047,NA1,ARAM,UNRANKED,14.13.598.9749,Renekton,Maokai,Corki,Rumble,TwistedFate,Kaisa,Annie,MissFortune,Caitlyn,Amumu,0
3008,NA1_5031024209,NA1,ARAM,SILVER III,14.13.596.7996,Maokai,Graves,KogMaw,Pantheon,Kindred,Syndra,Bard,Sett,Fiora,Lucian,0
3012,NA1_5035411515,NA1,ARAM,DIAMOND IV,14.13.598.9749,Jinx,Kayle,Brand,Zyra,Jhin,Hwei,Bard,Tryndamere,Syndra,Nunu,0
3013,NA1_5035318556,NA1,ARAM,GOLD II,14.13.598.9749,Varus,Ashe,Jhin,Hecarim,Camille,KogMaw,Neeko,Caitlyn,Braum,Vex,0
3016,NA1_5034912814,NA1,ARAM,PLATINUM IV,14.13.598.9749,Karthus,Gnar,Ezreal,Hwei,Varus,Zed,XinZhao,Ekko,Zilean,DrMundo,1
3017,NA1_5034106934,NA1,ARAM,EMERALD III,14.13.598.9749,Karma,Irelia,Akali,Orianna,Pyke,Ekko,Volibear,Blitzcrank,Aphelios,Renata,1
3018,NA1_5034097224,NA1,ARAM,UNRANKED,14.13.598.9749,Viego,Rumble,Katarina,Leona,Ashe,Brand,Vayne,Illaoi,Zac,Shyvana,0
3023,NA1_5033798815,NA1,ARAM,UNRANKED,14.13.598.9749,Diana,Azir,Chogath,Amumu,Tristana,Senna,Taliyah,JarvanIV,Xayah,Mordekaiser,1
3026,NA1_5033449171,NA1,ARAM,UNRANKED,14.13.598.9749,Jhin,RekSai,Amumu,Anivia,Nautilus,Varus,Jax,Annie,Kassadin,XinZhao,1
3028,NA1_5033301743,NA1,ARAM,UNRANKED,14.13.598.9749,Kaisa,Senna,Karthus,Aphelios,Shaco,Vex,Lissandra,Vayne,Jinx,Udyr,1
3029,NA1_5035514824,NA1,ARAM,UNRANKED,14.13.598.9749,TahmKench,Sylas,Zeri,Renata,Nidalee,Rammus,Morgana,MissFortune,Ryze,Rengar,0
3030,NA1_5035501015,NA1,ARAM,UNRANKED,14.13.598.9749,Kalista,Rumble,Lissandra,Ezreal,Rakan,Ahri,Gragas,LeeSin,Zeri,Leona,0
3031,NA1_5035391301,NA1,ARAM,UNRANKED,14.13.598.9749,Twitch,Ashe,Rell,Xayah,Morgana,Zeri,Maokai,Pantheon,Orianna,Akali,0
3033,NA1_5035309632,NA1,ARAM,UNRANKED,14.13.598.9749,Karma,Volibear,Mordekaiser,Sett,Quinn,Lissandra,Smolder,Zoe,Nilah,Zyra,1
3035,NA1_5034950247,NA1,ARAM,EMERALD II,14.13.598.9749,KogMaw,Amumu,Jhin,Zyra,Sett,Tristana,Teemo,Karthus,Illaoi,Mordekaiser,0
3036,NA1_5034932302,NA1,ARAM,UNRANKED,14.13.598.9749,Brand,Akshan,Shaco,Vi,Leona,Jhin,Viktor,Jinx,Ashe,Neeko,1
3037,NA1_5034913717,NA1,ARAM,UNRANKED,14.13.598.9749,MissFortune,Ekko,Jhin,Katarina,Veigar,Viego,AurelionSol,Annie,Xerath,Zyra,1
3038,NA1_5034758766,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Lucian,Caitlyn,Seraphine,Nasus,Jayce,Karthus,Alistar,Jhin,JarvanIV,0
3039,NA1_5034729598,NA1,ARAM,UNRANKED,14.13.598.9749,Hwei,Pyke,KogMaw,Shen,DrMundo,Chogath,Ryze,Yuumi,Akali,Caitlyn,0
3040,NA1_5034724257,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,LeeSin,Xerath,Zoe,MissFortune,Lucian,Garen,Gnar,Lillia,Darius,1
3041,NA1_5034719990,NA1,ARAM,UNRANKED,14.13.598.9749,Gwen,Annie,Ziggs,Swain,Jinx,Sion,Viktor,Ezreal,Lucian,Renata,1
3042,NA1_5034709920,NA1,ARAM,UNRANKED,14.13.598.9749,Yasuo,Teemo,Lillia,Smolder,Nautilus,FiddleSticks,Vladimir,Lux,Nilah,Thresh,0
3043,NA1_5034644061,NA1,ARAM,UNRANKED,14.13.598.9749,Nautilus,Ahri,TahmKench,Twitch,Fizz,Orianna,Lux,Tryndamere,Vex,Veigar,0
3044,NA1_5034643071,NA1,ARAM,UNRANKED,14.13.598.9749,Vi,Zed,JarvanIV,Annie,KSante,Singed,Renata,Thresh,Jinx,Vayne,1
3045,NA1_5034008698,NA1,ARAM,GOLD IV,14.13.598.9749,Jayce,Ziggs,Malzahar,Corki,Bard,Jinx,Khazix,Veigar,Aphelios,Swain,1
3046,NA1_5034012735,NA1,ARAM,UNRANKED,14.13.598.9749,Soraka,Yorick,Annie,Thresh,Heimerdinger,Kennen,Morgana,Udyr,Lulu,Vayne,0
3047,NA1_5033454568,NA1,ARAM,UNRANKED,14.13.598.9749,Gragas,Tryndamere,Shen,Neeko,Shaco,Velkoz,Volibear,Fiora,Taliyah,Vi,1
3048,NA1_5033451190,NA1,ARAM,UNRANKED,14.13.598.9749,Hecarim,Gragas,Teemo,Shen,Kaisa,Ahri,Fizz,Draven,KogMaw,Nasus,1
3050,NA1_5035308570,NA1,ARAM,UNRANKED,14.13.598.9749,Leona,Brand,Hwei,Milio,Graves,Ornn,Garen,KogMaw,Heimerdinger,Caitlyn,1
3051,NA1_5035311106,NA1,ARAM,BRONZE I,14.13.598.9749,Singed,Zyra,Rengar,Xayah,Senna,FiddleSticks,Khazix,Qiyana,Velkoz,Ezreal,0
3052,NA1_5035288975,NA1,ARAM,GOLD IV,14.13.598.9749,Xerath,Yasuo,Yuumi,Jinx,Aatrox,Malzahar,Briar,Diana,Kayle,Karma,0
3053,NA1_5034997463,NA1,ARAM,UNRANKED,14.13.598.9749,LeeSin,Varus,Akali,Pantheon,Gangplank,Renekton,Renata,Kindred,Ezreal,Bard,1
3054,NA1_5034696841,NA1,ARAM,UNRANKED,14.13.598.9749,Zeri,Shen,Syndra,Nilah,Blitzcrank,Morgana,Zac,Anivia,Pantheon,Udyr,0
3055,NA1_5034637497,NA1,ARAM,SILVER IV,14.13.598.9749,MissFortune,Kassadin,Seraphine,Lulu,Akali,Ekko,Lillia,Kindred,Zed,Ashe,0
3056,NA1_5034391796,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,MonkeyKing,Naafiri,Sivir,Heimerdinger,Teemo,Lillia,Velkoz,Ahri,Ezreal,1
3057,NA1_5034296651,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,Nami,Samira,Shen,Annie,Aphelios,Heimerdinger,TahmKench,Kaisa,Belveth,0
3058,NA1_5034140100,NA1,ARAM,UNRANKED,14.13.598.9749,Sett,Karma,Smolder,Malphite,Brand,Rumble,Nami,Mordekaiser,Veigar,Jinx,0
3059,NA1_5034037271,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Kayn,Nami,Sona,Annie,Zilean,Warwick,Chogath,Gangplank,FiddleSticks,1
3060,NA1_5034007865,NA1,ARAM,SILVER II,14.13.598.9749,Kaisa,Jinx,Taliyah,Malzahar,DrMundo,Qiyana,Taric,MissFortune,Gwen,Draven,0
3061,NA1_5033752913,NA1,ARAM,UNRANKED,14.13.598.9749,Leona,Anivia,Maokai,Smolder,Morgana,Tristana,AurelionSol,Yuumi,KogMaw,Talon,0
3062,NA1_5033648530,NA1,ARAM,UNRANKED,14.13.598.9749,Taric,AurelionSol,Nami,Nilah,Diana,Zeri,Rammus,DrMundo,Mordekaiser,Jinx,0
3063,NA1_5033405937,NA1,ARAM,UNRANKED,14.13.598.9749,Mordekaiser,Fiora,Viktor,Malzahar,Aphelios,Gwen,Ziggs,Alistar,Nautilus,Jhin,0
3064,NA1_5032981685,NA1,ARAM,UNRANKED,14.13.598.9749,Lucian,DrMundo,Lulu,Nunu,Graves,Naafiri,Neeko,Zoe,Mordekaiser,Kayle,0
3065,NA1_5032978121,NA1,ARAM,UNRANKED,14.13.598.9749,Syndra,Jinx,Varus,Sett,Velkoz,Morgana,MasterYi,Katarina,Seraphine,Talon,0
3066,NA1_5032786591,NA1,ARAM,UNRANKED,14.13.598.9749,Poppy,Swain,Zoe,Graves,TwistedFate,Heimerdinger,Senna,Garen,TahmKench,LeeSin,1
3067,NA1_5032301824,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Thresh,Twitch,JarvanIV,Gragas,Pantheon,Azir,Ezreal,Viktor,Olaf,1
3068,NA1_5032285660,NA1,ARAM,UNRANKED,14.13.598.9749,TwistedFate,Sivir,Poppy,Kennen,Veigar,Morgana,Tristana,LeeSin,Yasuo,Rakan,0
3069,NA1_5035503548,NA1,ARAM,UNRANKED,14.13.598.9749,Bard,Varus,Sona,Malphite,Alistar,Ekko,Jinx,Sett,LeeSin,Rammus,0
3070,NA1_5035481840,NA1,ARAM,PLATINUM II,14.13.598.9749,Ashe,Nidalee,Amumu,Garen,Skarner,Kayn,Draven,Lux,Zac,Akali,0
3072,NA1_5035180270,NA1,ARAM,EMERALD III,14.13.598.9749,Xerath,Malphite,Nautilus,Nidalee,Gnar,Zac,Jhin,Veigar,Amumu,Sylas,1
3073,NA1_5035163258,NA1,ARAM,UNRANKED,14.13.598.9749,Ornn,Nami,Nautilus,Ahri,Aatrox,Teemo,Kaisa,Karma,Renekton,Lucian,1
3074,NA1_5035144391,NA1,ARAM,SILVER I,14.13.598.9749,Briar,Irelia,Xerath,Akshan,Kayle,Ahri,Pantheon,Leblanc,Caitlyn,Nocturne,0
3075,NA1_5035126168,NA1,ARAM,UNRANKED,14.13.598.9749,Sona,Kindred,Fizz,Heimerdinger,Illaoi,JarvanIV,Malphite,Shaco,KogMaw,Urgot,0
3076,NA1_5035081048,NA1,ARAM,UNRANKED,14.13.598.9749,Teemo,Ashe,Gangplank,Akshan,Malzahar,Katarina,MonkeyKing,Ahri,Xerath,Pantheon,0
3077,NA1_5035062582,NA1,ARAM,UNRANKED,14.13.598.9749,Zac,Veigar,Brand,Jinx,Lulu,Tristana,Syndra,Skarner,MissFortune,Yasuo,0
3078,NA1_5034927093,NA1,ARAM,UNRANKED,14.13.598.9749,Darius,Nilah,Smolder,Azir,Sylas,Pyke,Vladimir,Lux,Yasuo,Chogath,1
3079,NA1_5034905010,NA1,ARAM,GOLD I,14.13.598.9749,Rumble,Kindred,Milio,Senna,Morgana,Nami,KogMaw,Annie,Udyr,Ezreal,0
3080,NA1_5034852330,NA1,ARAM,UNRANKED,14.13.598.9749,AurelionSol,Zyra,Volibear,FiddleSticks,Karthus,Tristana,Kayle,Swain,Shaco,Gragas,0
3081,NA1_5034841336,NA1,ARAM,UNRANKED,14.13.598.9749,Zac,Zilean,Yasuo,Senna,Jinx,Nunu,Tryndamere,Kalista,Urgot,Lux,1
3082,NA1_5034813918,NA1,ARAM,UNRANKED,14.13.598.9749,Morgana,Nasus,Blitzcrank,Jhin,Ashe,Nilah,Maokai,Karthus,Soraka,Yasuo,1
3083,NA1_5034767915,NA1,ARAM,UNRANKED,14.13.598.9749,Nautilus,Jinx,Samira,Swain,Mordekaiser,Senna,Malzahar,MasterYi,Blitzcrank,Leblanc,1
3084,NA1_5034699208,NA1,ARAM,UNRANKED,14.13.598.9749,Naafiri,Zilean,Zoe,TwistedFate,Chogath,Kassadin,Yorick,Tryndamere,Gwen,Ziggs,1
3085,NA1_5034687075,NA1,ARAM,EMERALD IV,14.13.598.9749,Samira,Sivir,Lux,Taliyah,Chogath,Akshan,Aphelios,LeeSin,Tristana,Nidalee,0
3086,NA1_5034678778,NA1,ARAM,UNRANKED,14.13.598.9749,Yone,Vladimir,Ryze,Lulu,Chogath,Karma,Ahri,Draven,Gnar,MasterYi,1
3087,NA1_5034541518,NA1,ARAM,BRONZE IV,14.13.598.9749,Smolder,Singed,Rell,TwistedFate,Taliyah,Ezreal,LeeSin,Lux,Kennen,Teemo,0
3088,NA1_5034535971,NA1,ARAM,SILVER IV,14.13.598.9749,Senna,Anivia,Draven,Swain,Veigar,Aatrox,Velkoz,Heimerdinger,Lux,Jinx,1
3089,NA1_5035385993,NA1,ARAM,UNRANKED,14.13.598.9749,Lux,Azir,Braum,Zed,Vayne,Ivern,Kayle,Kaisa,Yone,Nami,0
3090,NA1_5035379909,NA1,ARAM,PLATINUM III,14.13.598.9749,Xerath,Kaisa,Nautilus,Amumu,Draven,Aatrox,KSante,Pyke,Ahri,MissFortune,1
3091,NA1_5035369226,NA1,ARAM,UNRANKED,14.13.598.9749,Draven,Morgana,Thresh,Veigar,Swain,Urgot,Zilean,Gangplank,Twitch,Pyke,0
3092,NA1_5035364196,NA1,ARAM,UNRANKED,14.13.598.9749,JarvanIV,Zac,Morgana,Lux,LeeSin,Leona,Ornn,Sivir,Xayah,Volibear,0
3093,NA1_5035361177,NA1,ARAM,GRANDMASTER I,14.13.598.9749,Tristana,Morgana,Brand,Renata,Qiyana,Akshan,Illaoi,TahmKench,Katarina,Evelynn,0
3094,NA1_5035325094,NA1,ARAM,UNRANKED,14.13.598.9749,Lulu,Quinn,Soraka,Belveth,Leona,Yone,Swain,Jinx,Briar,Shen,0
3095,NA1_5035322350,NA1,ARAM,UNRANKED,14.13.598.9749,Amumu,Kayle,Jinx,Teemo,Jayce,Swain,Thresh,Kaisa,Ashe,Zac,1
3096,NA1_5035320817,NA1,ARAM,GOLD III,14.13.598.9749,Caitlyn,Smolder,Senna,Syndra,Ziggs,Lux,Kindred,AurelionSol,Galio,Evelynn,1
3098,NA1_5035300620,NA1,ARAM,UNRANKED,14.13.598.9749,Singed,Nasus,Aphelios,Vayne,Karthus,AurelionSol,Malphite,TwistedFate,Leona,Jinx,0
3099,NA1_5035295646,NA1,ARAM,UNRANKED,14.13.598.9749,Nami,Bard,Skarner,Vayne,Ziggs,Neeko,Garen,Diana,Tryndamere,Lucian,0
3100,NA1_5035211208,NA1,ARAM,UNRANKED,14.13.598.9749,Aatrox,AurelionSol,Urgot,Lucian,Teemo,Jax,Riven,Draven,Katarina,Heimerdinger,1
3101,NA1_5035199004,NA1,ARAM,EMERALD I,14.13.598.9749,Graves,Twitch,Varus,Viktor,FiddleSticks,Viego,Morgana,Kaisa,Fiora,Bard,0
3102,NA1_5035189870,NA1,ARAM,UNRANKED,14.13.598.9749,Illaoi,Jinx,Morgana,Kassadin,Volibear,Ekko,Kennen,Renekton,Sett,MissFortune,0
3103,NA1_5035167603,NA1,ARAM,UNRANKED,14.13.598.9749,LeeSin,Katarina,Tryndamere,Illaoi,Brand,Zeri,Kindred,Chogath,Ezreal,Vayne,0
3104,NA1_5035159193,NA1,ARAM,BRONZE IV,14.13.598.9749,Khazix,Karma,Graves,Pantheon,XinZhao,Caitlyn,Shaco,Nunu,TahmKench,Aphelios,1
3105,NA1_5035146189,NA1,ARAM,SILVER I,14.13.598.9749,XinZhao,Kaisa,Mordekaiser,Vex,Teemo,Ashe,Vayne,Gnar,Brand,Qiyana,1
3106,NA1_5035030792,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Chogath,Orianna,Caitlyn,Viego,Malzahar,Brand,Velkoz,Twitch,Ryze,1
3108,NA1_5034965481,NA1,ARAM,UNRANKED,14.13.598.9749,JarvanIV,Caitlyn,Jayce,Singed,Camille,Nami,Nasus,Khazix,Hwei,MissFortune,1
3109,NA1_5035510354,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,Poppy,Xerath,Viego,Heimerdinger,Udyr,Smolder,Malzahar,Khazix,Garen,0
3110,NA1_5035503100,NA1,ARAM,UNRANKED,14.13.598.9749,Galio,MissFortune,LeeSin,Akshan,Nilah,Veigar,Zoe,Vayne,Mordekaiser,Nami,0
3111,NA1_5035478675,NA1,ARAM,UNRANKED,14.13.598.9749,Riven,Nasus,Soraka,Ezreal,Varus,Kindred,Sona,Lux,Anivia,Lulu,0
3112,NA1_5035475821,NA1,ARAM,UNRANKED,14.13.598.9749,Braum,Rumble,Vayne,Nocturne,Varus,Akshan,Jhin,Pantheon,Lissandra,Kaisa,1
3113,NA1_5035462946,NA1,ARAM,UNRANKED,14.13.598.9749,Swain,Smolder,Renekton,Sion,Vladimir,LeeSin,Lux,Malphite,Graves,Neeko,0
3114,NA1_5035452887,NA1,ARAM,UNRANKED,14.13.598.9749,Diana,Lucian,Yasuo,Malzahar,Vex,Sylas,Ezreal,Cassiopeia,Kayle,Rakan,1
3115,NA1_5035440212,NA1,ARAM,UNRANKED,14.13.598.9749,Vex,Gnar,Kalista,Malphite,Janna,Vladimir,Sivir,Chogath,Brand,TwistedFate,0
3116,NA1_5035426580,NA1,ARAM,UNRANKED,14.13.598.9749,Zyra,Galio,Vex,MonkeyKing,Lucian,Akshan,Janna,Urgot,Thresh,Karma,1
3117,NA1_5035422906,NA1,ARAM,UNRANKED,14.13.598.9749,Pyke,Seraphine,Senna,Jhin,Xerath,Graves,Caitlyn,Orianna,Maokai,Khazix,0
3118,NA1_5035406242,NA1,ARAM,PLATINUM IV,14.13.598.9749,Vex,Nasus,Blitzcrank,Amumu,MissFortune,Kennen,Swain,Olaf,Malzahar,Sion,0
3119,NA1_5035401794,NA1,ARAM,PLATINUM III,14.13.598.9749,Diana,TwistedFate,Thresh,Darius,MasterYi,Kassadin,Twitch,DrMundo,Ezreal,Nidalee,0
3120,NA1_5035384506,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Sona,Kalista,Talon,Malzahar,Diana,Milio,Graves,Chogath,Karthus,1
3121,NA1_5035375239,NA1,ARAM,PLATINUM IV,14.13.598.9749,Lucian,Vi,Twitch,Jayce,Brand,Vayne,Shaco,Cassiopeia,Garen,Gragas,1
3122,NA1_5035368403,NA1,ARAM,SILVER III,14.13.598.9749,Yorick,Jax,Thresh,Tristana,Pantheon,Karma,Darius,Cassiopeia,Hwei,Sett,1
3123,NA1_5035357689,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,Seraphine,Hwei,Varus,Ahri,Nidalee,Kayle,Mordekaiser,Caitlyn,Nocturne,0
3124,NA1_5035356228,NA1,ARAM,GOLD III,14.13.598.9749,Malzahar,Karma,Leona,Hwei,Graves,MasterYi,TwistedFate,Shaco,Gragas,Rakan,0
3126,NA1_5035336071,NA1,ARAM,UNRANKED,14.13.598.9749,KogMaw,JarvanIV,Ziggs,Mordekaiser,Aatrox,Lux,Lillia,Thresh,Jhin,Graves,1
3127,NA1_5035328079,NA1,ARAM,GOLD II,14.13.598.9749,Kayle,Veigar,Xerath,Singed,Lux,Seraphine,Sylas,Graves,Aphelios,TwistedFate,0
3128,NA1_5035325224,NA1,ARAM,PLATINUM IV,14.13.598.9749,Gnar,Kindred,Amumu,Kalista,Janna,Ziggs,Twitch,Garen,Morgana,Mordekaiser,1
3130,NA1_5035306296,NA1,ARAM,UNRANKED,14.13.598.9749,Yasuo,Annie,Lucian,Quinn,Nunu,Nasus,TahmKench,MissFortune,Caitlyn,Ekko,0
3131,NA1_5034705782,NA1,ARAM,UNRANKED,14.13.598.9749,RekSai,Malzahar,Akshan,Ekko,Kindred,Twitch,Draven,Annie,Ornn,Orianna,0
3132,NA1_5034039982,NA1,ARAM,UNRANKED,14.13.598.9749,Jayce,Nautilus,Ahri,Ezreal,Janna,Sona,Ashe,Vex,Senna,Akshan,0
3133,NA1_5033458975,NA1,ARAM,UNRANKED,14.13.598.9749,Gragas,JarvanIV,MissFortune,Twitch,Kaisa,Pyke,Heimerdinger,Sivir,Anivia,Darius,1
3134,NA1_5033445533,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Aphelios,Kaisa,Briar,Caitlyn,Katarina,Milio,Darius,Renekton,MissFortune,1
3135,NA1_5033439585,NA1,ARAM,UNRANKED,14.13.598.9749,Samira,Zoe,KogMaw,Azir,Nasus,Anivia,Blitzcrank,Sivir,Heimerdinger,Lux,0
3136,NA1_5032837325,NA1,ARAM,UNRANKED,14.13.598.9749,Khazix,Zeri,Caitlyn,DrMundo,Malzahar,Hwei,Vex,Warwick,Fizz,Varus,1
3137,NA1_5032831366,NA1,ARAM,UNRANKED,14.13.598.9749,AurelionSol,Leblanc,Yasuo,Heimerdinger,Fiora,Vladimir,Pantheon,Zeri,Twitch,Soraka,1
3138,NA1_5032223503,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Jhin,Rammus,Teemo,Vladimir,Nilah,Swain,Chogath,Yuumi,Ekko,1
3139,NA1_5031611455,NA1,ARAM,UNRANKED,14.13.598.9749,Lux,Zac,Teemo,Jhin,Lissandra,Nidalee,Cassiopeia,Darius,Xayah,Briar,0
3140,NA1_5031610964,NA1,ARAM,UNRANKED,14.13.598.9749,Viego,Annie,Thresh,KogMaw,MissFortune,Hecarim,Ezreal,Ornn,Sona,Shyvana,1
3141,NA1_5031005421,NA1,ARAM,UNRANKED,14.13.596.7996,Tristana,Nocturne,Darius,Graves,Velkoz,Fizz,Rumble,Gwen,Belveth,Volibear,0
3142,NA1_5030347119,NA1,ARAM,UNRANKED,14.13.596.7996,Malzahar,Maokai,Karma,FiddleSticks,Rakan,Aphelios,Fizz,Milio,Pantheon,Akshan,0
3144,NA1_5035308963,NA1,ARAM,BRONZE II,14.13.598.9749,Ashe,Tryndamere,Kayn,Pyke,Viktor,TwistedFate,Syndra,Ekko,Garen,Varus,1
3145,NA1_5035304789,NA1,ARAM,UNRANKED,14.13.598.9749,FiddleSticks,Ezreal,Karma,Varus,Aatrox,Janna,JarvanIV,Heimerdinger,Zeri,Shaco,0
3146,NA1_5035299091,NA1,ARAM,UNRANKED,14.13.598.9749,KSante,Zed,Nautilus,Sona,Leblanc,Aphelios,MonkeyKing,Teemo,Poppy,Varus,1
3147,NA1_5035290696,NA1,ARAM,UNRANKED,14.13.598.9749,Ezreal,Pantheon,Karma,Trundle,Sylas,Urgot,Ashe,Caitlyn,Vladimir,Galio,1
3148,NA1_5035290389,NA1,ARAM,UNRANKED,14.13.598.9749,Amumu,Tryndamere,Senna,Rumble,Alistar,Tristana,Nautilus,Ziggs,Riven,FiddleSticks,1
3149,NA1_5035287212,NA1,ARAM,UNRANKED,14.13.598.9749,Kennen,Warwick,Swain,Urgot,Malphite,Ezreal,Caitlyn,Morgana,Zyra,AurelionSol,0
3150,NA1_5032949191,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Jhin,Lillia,Renata,Lucian,Ashe,Nami,Velkoz,Udyr,Sivir,0
3151,NA1_5032932574,NA1,ARAM,UNRANKED,14.13.598.9749,Zilean,MasterYi,Caitlyn,Karma,Lissandra,Quinn,Ryze,Lux,Xayah,Lucian,1
3152,NA1_5032922533,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Sylas,Ezreal,Vladimir,Katarina,Smolder,Nidalee,Talon,Fiora,Yuumi,0
3153,NA1_5032915998,NA1,ARAM,UNRANKED,14.13.598.9749,MissFortune,KogMaw,Swain,Neeko,Volibear,AurelionSol,Ziggs,Galio,Jayce,Amumu,1
3154,NA1_5032901282,NA1,ARAM,GOLD IV,14.13.598.9749,Ziggs,Orianna,Smolder,Soraka,Twitch,Maokai,Qiyana,Morgana,KogMaw,Zyra,0
3155,NA1_5032892276,NA1,ARAM,UNRANKED,14.13.598.9749,Kennen,Lulu,Milio,Yasuo,Garen,Soraka,Akali,FiddleSticks,Chogath,Shyvana,0
3156,NA1_5032886804,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Renekton,Velkoz,Mordekaiser,Katarina,Thresh,Jhin,Vi,Sona,Riven,0
3157,NA1_5032870506,NA1,ARAM,UNRANKED,14.13.598.9749,Taric,Lucian,Riven,Teemo,Lux,Darius,Vex,Karma,XinZhao,MissFortune,1
3158,NA1_5032861442,NA1,ARAM,UNRANKED,14.13.598.9749,Zeri,Taliyah,Alistar,Akshan,Velkoz,Annie,Smolder,Warwick,Quinn,Katarina,0
3159,NA1_5032854562,NA1,ARAM,PLATINUM III,14.13.598.9749,Khazix,Akshan,Morgana,Graves,Veigar,Irelia,Zilean,Rell,Ryze,Udyr,0
3160,NA1_5032833403,NA1,ARAM,UNRANKED,14.13.598.9749,Twitch,Fizz,Swain,Katarina,Bard,Khazix,KogMaw,Malphite,Ivern,Lux,1
3161,NA1_5032828317,NA1,ARAM,UNRANKED,14.13.598.9749,Belveth,Rammus,Jhin,Naafiri,Katarina,Draven,Tristana,Janna,Akali,Singed,1
3162,NA1_5032825972,NA1,ARAM,UNRANKED,14.13.598.9749,Xerath,Nami,Darius,Hwei,Kalista,Velkoz,Jhin,Poppy,Shaco,Graves,0
3163,NA1_5035499318,NA1,ARAM,PLATINUM III,14.13.598.9749,Orianna,Twitch,Kayle,Leblanc,Vi,Camille,Hwei,Seraphine,KogMaw,Sivir,1
3164,NA1_5035490236,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Kayle,Ivern,Orianna,Caitlyn,Morgana,Skarner,Volibear,Jhin,Thresh,0
3165,NA1_5035476689,NA1,ARAM,UNRANKED,14.13.598.9749,Ryze,Janna,Yuumi,Rell,Karma,Viktor,Blitzcrank,Jinx,Ahri,Corki,1
3166,NA1_5035348169,NA1,ARAM,UNRANKED,14.13.598.9749,Nautilus,Kalista,Samira,Xayah,Shaco,Shyvana,Neeko,Ahri,Milio,Lucian,1
3167,NA1_5035340177,NA1,ARAM,UNRANKED,14.13.598.9749,AurelionSol,Janna,Senna,Syndra,Viktor,Zac,Nidalee,Akshan,Nami,Lux,1
3168,NA1_5035324134,NA1,ARAM,UNRANKED,14.13.598.9749,Pantheon,Neeko,Orianna,Talon,Rakan,Senna,Shaco,Kalista,Ivern,Lulu,1
3169,NA1_5035313622,NA1,ARAM,UNRANKED,14.13.598.9749,TahmKench,Ezreal,Ziggs,MissFortune,Kalista,Ivern,Janna,Akshan,Kindred,Vex,0
3175,NA1_5034971748,NA1,ARAM,DIAMOND IV,14.13.598.9749,Neeko,Mordekaiser,Briar,Veigar,Twitch,Viktor,Kennen,Braum,Vayne,Sona,1
3176,NA1_5034962281,NA1,ARAM,UNRANKED,14.13.598.9749,Taric,Jax,Nautilus,Ezreal,Aatrox,Sett,Lucian,Hwei,Akshan,Syndra,1
3177,NA1_5034951819,NA1,ARAM,UNRANKED,14.13.598.9749,Vi,Zed,Varus,Viktor,Lulu,Nami,Fiora,Aphelios,Aatrox,Katarina,0
3178,NA1_5034933476,NA1,ARAM,UNRANKED,14.13.598.9749,Talon,Warwick,TwistedFate,Lux,Pantheon,Thresh,Vayne,Zoe,Xayah,Shyvana,1
